,NPV,Break_Even,IRR,Cust_Contb,CLV,Tot_CLV,EV,MKTSH,Margin,Teach_Req,Teach_No_Req,Signup_Init,Signup_CAGR,Ret_Init,Ret_CAGR,User_Price,Class_Buy,Class_Buy_CAGR,Class_Per,Class_Price,Sponsor_Per,Sponsor_Price,Web_Dev,Web_Maint,Content_Dev,New_Courses,Course_Cost,Users_Per_Mod,Users_Per_Mod_CAGR,Mod_Cost,Seat_Class,Seat_Class_CAGR,Class_Per_Inst,Inst_Cost,Compute,Bandwidth,Staff_Salary,Ad_State,Ad_User,Legal,Admin,Payment_Proc,Misc,Bus_Dev_A,Bus_Dev_R
350.00,435760.03,3.00,349.00,414.04,1601.76,2874863.04,6256208.11,0.05,0.88,2.60,0.80,0.0024,0.95,0.19,0.08,47.42,0.55,0.12,2.00,137.34,1.00,185133.00,48224.00,0.19,26404.00,4.00,3260.00,59.00,0.27,4911.00,13.00,0.37,22.00,15903.00,2.79,0.67,92573.00,5584.00,5.82,6097.00,5964.00,0.05,5273.00,0.20,0.11
351.00,-677424.74,9.00,350.00,49.80,175.82,301266.66,-398837.14,0.04,0.76,3.60,1.10,0.0024,0.76,0.18,0.12,46.34,0.63,0.08,1.00,168.40,1.00,73942.00,52577.00,0.19,35123.00,5.00,3567.00,49.00,0.17,4435.00,10.00,0.55,11.00,13334.00,1.54,0.74,100778.00,6482.00,5.51,4366.00,6486.00,0.05,5737.00,0.18,0.08
352.00,-279301.10,4.00,351.00,335.84,1073.29,1024562.94,2472715.49,0.02,0.86,3.10,1.10,0.0025,0.52,0.23,0.08,47.47,0.41,0.09,6.00,163.15,1.00,54450.00,80947.00,0.16,42455.00,2.00,1892.00,49.00,0.27,4926.00,10.00,0.40,29.00,16943.00,2.39,0.80,87473.00,5353.00,3.24,4698.00,7109.00,0.05,4134.00,0.23,0.11
353.00,-486343.61,5.00,352.00,287.12,787.39,359878.16,299360.49,0.01,0.90,2.70,0.80,0.0024,0.33,0.30,0.05,46.67,0.50,0.12,4.00,172.08,1.00,78559.00,53440.00,0.15,53282.00,2.00,2582.00,46.00,0.27,5018.00,11.00,0.43,18.00,13955.00,2.98,0.74,105308.00,5363.00,6.12,5006.00,6046.00,0.04,4047.00,0.24,0.11
354.00,-140200.95,4.00,353.00,421.70,992.10,1211840.48,3899714.40,0.04,0.89,2.10,1.10,0.0026,0.77,0.28,0.11,52.25,0.46,0.09,3.00,165.37,1.00,125612.00,68276.00,0.12,53291.00,5.00,2253.00,55.00,0.33,5597.00,8.00,0.49,21.00,16567.00,1.79,0.71,89228.00,6378.00,3.18,5657.00,6296.00,0.05,5626.00,0.34,0.12
355.00,-39505.94,4.00,354.00,306.12,746.73,1340605.55,4728078.95,0.05,0.87,2.20,1.20,0.0026,0.93,0.28,0.10,43.39,0.36,0.11,4.00,160.61,1.00,95369.00,40627.00,0.14,32669.00,5.00,908.00,47.00,0.27,4708.00,13.00,0.51,23.00,14231.00,2.61,0.79,97235.00,6450.00,2.94,5474.00,7131.00,0.05,6015.00,0.24,0.10
356.00,287122.12,4.00,355.00,313.34,1001.35,2294192.56,6284706.85,0.05,0.85,2.90,1.40,0.0025,0.93,0.23,0.08,51.14,0.52,0.09,3.00,148.43,1.00,115670.00,60014.00,0.17,32115.00,5.00,1906.00,61.00,0.24,4936.00,11.00,0.40,23.00,15090.00,1.57,0.70,96490.00,5591.00,8.39,4215.00,5010.00,0.06,6063.00,0.26,0.10
357.00,930335.02,3.00,356.00,674.65,1932.23,4121420.00,14258711.16,0.05,0.82,3.80,0.90,0.0024,0.91,0.23,0.11,57.49,0.50,0.08,8.00,149.88,1.00,115090.00,60909.00,0.18,35551.00,3.00,2559.00,47.00,0.20,4635.00,6.00,0.58,19.00,13181.00,1.94,0.78,99623.00,6210.00,7.17,5610.00,6231.00,0.05,5457.00,0.26,0.08
358.00,187731.53,4.00,357.00,401.61,1443.73,2397772.28,5803974.66,0.04,0.81,2.20,1.60,0.0025,0.79,0.19,0.10,47.63,0.64,0.11,3.00,156.84,1.00,98693.00,47425.00,0.13,19255.00,4.00,2828.00,50.00,0.25,4153.00,8.00,0.35,19.00,13543.00,2.60,0.75,78391.00,6794.00,5.49,5439.00,6511.00,0.04,4846.00,0.28,0.10
359.00,-288234.38,4.00,358.00,341.05,1150.50,1190697.93,2639847.14,0.02,0.90,2.70,1.50,0.0023,0.57,0.21,0.09,50.34,0.32,0.12,6.00,148.61,1.00,80016.00,99257.00,0.13,34510.00,3.00,2599.00,43.00,0.28,4636.00,12.00,0.73,18.00,13499.00,2.19,0.86,103007.00,5118.00,5.91,4133.00,5629.00,0.05,5142.00,0.21,0.12
360.00,316675.37,4.00,359.00,344.83,1685.76,3975059.45,7505305.73,0.04,0.85,4.00,1.30,0.0025,0.81,0.13,0.12,48.18,0.56,0.10,3.00,162.61,1.00,90783.00,67264.00,0.10,32133.00,6.00,2539.00,53.00,0.23,4794.00,13.00,0.37,28.00,14631.00,2.30,0.71,88287.00,6069.00,6.21,5520.00,6329.00,0.06,3848.00,0.20,0.10
361.00,574341.12,4.00,360.00,382.81,1168.66,3245002.15,9820904.49,0.06,0.83,3.40,1.20,0.0026,1.00,0.28,0.04,50.49,0.65,0.13,3.00,124.19,1.00,128103.00,36455.00,0.15,45487.00,6.00,2771.00,41.00,0.24,5509.00,10.00,0.70,22.00,16577.00,2.01,0.85,92299.00,6673.00,4.53,3192.00,5324.00,0.04,5119.00,0.21,0.14
362.00,-149303.80,4.00,361.00,290.05,1123.92,1823499.60,3710738.74,0.05,0.84,2.90,0.70,0.0025,0.85,0.17,0.11,46.57,0.52,0.08,3.00,172.25,1.00,105835.00,52213.00,0.18,41765.00,6.00,1865.00,56.00,0.29,5215.00,9.00,0.45,16.00,13617.00,2.95,0.79,112391.00,4980.00,6.20,3665.00,6741.00,0.04,4528.00,0.22,0.12
363.00,-35158.63,4.00,362.00,257.78,707.54,1732213.96,5509324.47,0.06,0.86,2.80,1.20,0.0025,1.03,0.24,0.11,52.88,0.55,0.10,3.00,131.60,1.00,88992.00,44015.00,0.17,40969.00,5.00,2958.00,50.00,0.29,4637.00,12.00,0.54,22.00,13684.00,2.36,0.65,104765.00,6148.00,4.49,4521.00,7241.00,0.06,5432.00,0.31,0.06
364.00,249772.44,3.00,363.00,896.92,2356.20,2023413.81,6873397.63,0.02,0.81,3.50,0.70,0.0026,0.50,0.26,0.10,47.74,0.52,0.12,9.00,153.28,1.00,119359.00,13480.00,0.13,51673.00,6.00,2660.00,51.00,0.20,5429.00,12.00,0.51,10.00,15866.00,2.00,0.68,100309.00,5715.00,7.52,4964.00,7052.00,0.06,4314.00,0.30,0.10
365.00,529499.73,4.00,364.00,424.15,965.88,2973210.86,13301105.52,0.06,0.82,3.40,1.50,0.0024,1.09,0.26,0.14,61.01,0.49,0.10,6.00,140.45,1.00,40258.00,45874.00,0.12,39692.00,4.00,1293.00,56.00,0.28,4473.00,12.00,0.43,18.00,15783.00,1.65,0.82,110510.00,5822.00,4.22,5706.00,4905.00,0.05,4541.00,0.36,0.10
366.00,376635.11,3.00,365.00,516.56,1591.07,2380906.67,7322934.17,0.04,0.91,3.40,0.90,0.0027,0.70,0.23,0.09,37.83,0.52,0.10,5.00,157.14,1.00,81913.00,67437.00,0.20,32213.00,3.00,2978.00,64.00,0.23,4517.00,13.00,0.55,34.00,15448.00,1.64,0.74,91011.00,5194.00,6.51,4738.00,6286.00,0.05,5430.00,0.20,0.07
367.00,-260994.95,4.00,366.00,209.05,393.46,695787.76,2378330.39,0.05,0.82,1.80,1.20,0.0024,1.06,0.35,0.11,41.93,0.42,0.11,2.00,141.41,1.00,119909.00,60932.00,0.15,27865.00,6.00,3089.00,47.00,0.24,4901.00,7.00,0.65,18.00,16045.00,2.52,0.82,89204.00,6033.00,5.22,5753.00,5587.00,0.06,4347.00,0.25,0.10
368.00,579382.86,3.00,367.00,485.31,841.28,1508521.31,8132448.62,0.04,0.87,3.10,1.60,0.0026,0.82,0.38,0.11,49.29,0.64,0.11,3.00,167.04,1.00,126788.00,44100.00,0.11,43338.00,3.00,1953.00,47.00,0.23,6117.00,17.00,0.49,18.00,13722.00,1.54,0.73,96519.00,5149.00,8.32,5166.00,4410.00,0.05,5788.00,0.20,0.10
369.00,-809051.05,5.00,368.00,104.17,329.62,449983.95,89341.17,0.04,0.43,2.40,1.00,0.0025,0.79,0.26,0.05,50.74,0.43,0.09,5.00,144.80,1.00,133176.00,64517.00,0.16,32933.00,3.00,2389.00,33.00,0.26,4751.00,2.00,0.56,10.00,14662.00,2.67,0.76,95504.00,6180.00,6.08,6639.00,4789.00,0.04,4949.00,0.18,0.09
370.00,598410.34,3.00,369.00,545.36,1444.10,2889761.30,10579504.45,0.04,0.83,3.10,1.60,0.0024,0.85,0.24,0.12,47.58,0.53,0.11,5.00,154.01,1.00,120422.00,31608.00,0.07,71982.00,4.00,1891.00,38.00,0.17,5070.00,10.00,0.55,22.00,15130.00,1.72,0.76,95356.00,5611.00,7.62,4692.00,5192.00,0.05,4561.00,0.20,0.10
371.00,-271932.72,4.00,370.00,292.38,714.66,943671.13,2725915.97,0.03,0.76,3.60,1.50,0.0026,0.59,0.26,0.12,46.87,0.51,0.09,4.00,143.62,1.00,96961.00,59052.00,0.18,44346.00,4.00,1706.00,41.00,0.21,4885.00,6.00,0.53,15.00,14275.00,1.93,0.73,87849.00,6668.00,8.03,5469.00,5544.00,0.06,6654.00,0.18,0.13
372.00,754789.42,3.00,371.00,509.30,1782.63,4717458.03,13416032.92,0.05,0.80,3.50,1.40,0.0024,0.96,0.21,0.08,40.82,0.54,0.11,5.00,158.70,1.00,109761.00,48225.00,0.11,47184.00,5.00,1930.00,59.00,0.23,5985.00,6.00,0.48,21.00,14710.00,2.56,0.83,106207.00,6261.00,3.13,4036.00,7168.00,0.04,5609.00,0.23,0.09
373.00,-351936.24,4.00,372.00,296.90,991.97,871830.34,1251449.63,0.02,0.89,3.40,1.10,0.0025,0.45,0.22,0.08,45.80,0.47,0.08,3.00,138.06,1.00,92890.00,67838.00,0.17,43058.00,4.00,3752.00,60.00,0.28,5169.00,11.00,0.65,20.00,14962.00,1.88,0.74,80352.00,6761.00,7.18,4457.00,5513.00,0.05,5072.00,0.31,0.11
374.00,-401907.20,4.00,373.00,274.11,601.08,475348.72,938069.76,0.02,0.83,2.60,1.20,0.0024,0.54,0.27,0.14,43.21,0.48,0.05,3.00,162.52,1.00,110023.00,41507.00,0.16,36132.00,5.00,3146.00,54.00,0.24,5677.00,3.00,0.60,20.00,15740.00,2.35,0.87,96126.00,5698.00,5.85,4380.00,5795.00,0.05,3248.00,0.25,0.09
375.00,-145359.32,4.00,374.00,226.42,575.79,1398968.38,4409449.80,0.05,0.73,2.90,1.80,0.0024,0.95,0.30,0.07,47.63,0.50,0.12,3.00,132.83,1.00,103957.00,71918.00,0.14,39640.00,4.00,2443.00,56.00,0.24,4926.00,9.00,0.30,19.00,15613.00,1.57,0.89,96870.00,6043.00,9.25,5038.00,5651.00,0.04,4865.00,0.23,0.11
376.00,751739.17,3.00,375.00,400.89,1371.69,4228514.31,11791715.55,0.08,0.86,3.00,1.00,0.0027,1.11,0.27,0.02,57.06,0.28,0.11,6.00,164.36,1.00,112399.00,42871.00,0.18,33647.00,5.00,2902.00,54.00,0.24,4986.00,12.00,0.49,21.00,15300.00,1.99,0.78,91046.00,6009.00,7.20,4873.00,6258.00,0.05,6085.00,0.30,0.12
377.00,-382764.32,4.00,376.00,280.03,708.51,660749.46,1802953.83,0.02,0.81,2.70,1.50,0.0023,0.56,0.28,0.09,49.83,0.56,0.07,5.00,154.46,1.00,66438.00,59766.00,0.12,31370.00,4.00,1790.00,38.00,0.25,4823.00,6.00,0.57,21.00,15784.00,2.36,0.86,102974.00,5737.00,6.19,5975.00,5896.00,0.06,4599.00,0.18,0.09
378.00,-411367.17,5.00,377.00,240.52,608.53,772505.04,2114205.42,0.04,0.77,2.40,1.00,0.0025,0.78,0.28,0.09,54.77,0.56,0.10,4.00,148.25,1.00,42523.00,29314.00,0.14,50660.00,5.00,2838.00,37.00,0.26,5337.00,5.00,0.54,25.00,13409.00,2.18,1.02,87619.00,6544.00,6.60,5362.00,5260.00,0.04,3772.00,0.30,0.14
379.00,-499629.64,5.00,378.00,96.87,277.43,489811.79,365181.52,0.05,0.79,1.90,1.30,0.0027,0.90,0.23,0.11,60.58,0.41,0.11,1.00,131.96,1.00,97874.00,62122.00,0.13,44461.00,6.00,1062.00,53.00,0.27,5801.00,11.00,0.45,18.00,16006.00,2.97,0.60,82872.00,6500.00,6.06,5421.00,7037.00,0.05,3913.00,0.26,0.11
380.00,431879.23,3.00,379.00,558.33,1797.88,2867433.79,8196977.57,0.04,0.90,2.80,1.40,0.0024,0.77,0.22,0.09,51.39,0.52,0.08,5.00,145.49,1.00,134511.00,36542.00,0.19,49451.00,4.00,3053.00,44.00,0.28,5325.00,12.00,0.65,25.00,13469.00,2.01,0.73,101812.00,6447.00,8.14,4335.00,6526.00,0.05,3367.00,0.20,0.09
381.00,60793.76,4.00,380.00,297.33,753.30,1622218.67,5846654.19,0.04,0.80,3.70,1.60,0.0025,0.82,0.26,0.11,48.84,0.47,0.10,4.00,147.80,1.00,78881.00,25255.00,0.15,36759.00,3.00,2554.00,47.00,0.26,4903.00,8.00,0.54,18.00,15515.00,1.45,0.90,97355.00,6563.00,6.84,5095.00,5552.00,0.05,5009.00,0.23,0.06
382.00,-63932.77,4.00,381.00,477.24,1024.52,1097368.22,3988183.94,0.02,0.88,3.50,1.20,0.0025,0.58,0.33,0.09,52.57,0.57,0.12,4.00,148.82,1.00,98205.00,75044.00,0.17,18136.00,4.00,3308.00,58.00,0.25,5535.00,10.00,0.45,24.00,15023.00,1.94,0.74,94645.00,6541.00,7.25,5975.00,5928.00,0.05,5395.00,0.26,0.12
383.00,-630722.98,9.00,382.00,32.75,103.70,166958.51,-759228.60,0.04,0.82,3.30,1.00,0.0027,0.73,0.27,0.04,53.65,0.52,0.11,0.00,161.75,1.00,108510.00,59071.00,0.18,70520.00,2.00,2156.00,52.00,0.25,5780.00,4.00,0.55,19.00,14310.00,2.84,0.58,100596.00,5547.00,3.69,4835.00,5535.00,0.05,5742.00,0.22,0.10
384.00,1537924.48,3.00,383.00,611.54,3480.72,12759613.03,23030431.06,0.08,0.85,3.60,1.20,0.0027,1.06,0.12,0.10,50.32,0.62,0.10,5.00,162.69,1.00,101584.00,56391.00,0.18,43413.00,4.00,2547.00,44.00,0.26,4858.00,10.00,0.63,19.00,16824.00,2.00,0.62,106615.00,6401.00,5.82,4572.00,6418.00,0.06,4748.00,0.22,0.11
385.00,131248.72,4.00,384.00,648.11,1472.17,1459024.11,5812481.45,0.03,0.79,2.50,0.80,0.0025,0.70,0.29,0.11,42.34,0.56,0.12,7.00,149.65,1.00,76764.00,48155.00,0.16,42978.00,4.00,3646.00,50.00,0.21,5154.00,9.00,0.37,14.00,12579.00,1.90,0.74,84722.00,6200.00,7.23,4498.00,6297.00,0.05,4803.00,0.24,0.07
386.00,-343622.25,4.00,385.00,162.33,542.34,821309.44,1364692.86,0.04,0.88,2.30,1.20,0.0026,0.79,0.22,0.08,51.52,0.45,0.08,1.00,155.96,1.00,114353.00,57638.00,0.13,37868.00,5.00,1729.00,55.00,0.26,4793.00,15.00,0.43,25.00,14519.00,2.03,0.56,91287.00,6576.00,2.99,4846.00,6872.00,0.05,5232.00,0.20,0.07
387.00,-647555.45,9.00,386.00,78.00,251.79,267232.46,-762907.36,0.03,0.83,2.20,1.20,0.0027,0.61,0.19,0.13,55.59,0.44,0.07,1.00,134.53,1.00,109108.00,71625.00,0.13,36831.00,4.00,3365.00,40.00,0.23,4851.00,11.00,0.52,27.00,16238.00,1.56,0.69,99046.00,5478.00,6.94,4076.00,5517.00,0.05,4685.00,0.30,0.12
388.00,32643.93,4.00,387.00,549.31,1355.14,1264464.34,3897300.09,0.02,0.86,2.90,1.40,0.0025,0.52,0.24,0.14,61.70,0.59,0.08,4.00,153.30,1.00,129282.00,20371.00,0.21,29194.00,4.00,2421.00,47.00,0.32,5232.00,9.00,0.50,16.00,16567.00,2.05,0.60,95149.00,6307.00,7.41,4492.00,6705.00,0.06,4263.00,0.40,0.09
389.00,-150338.44,4.00,388.00,224.84,528.97,1100916.91,3688689.51,0.05,0.80,2.90,1.50,0.0025,0.90,0.28,0.11,43.65,0.37,0.11,3.00,151.63,1.00,111477.00,45861.00,0.17,46317.00,5.00,1776.00,48.00,0.21,5293.00,10.00,0.35,25.00,13680.00,1.62,0.83,94570.00,6371.00,6.59,4617.00,5319.00,0.06,5677.00,0.25,0.07
390.00,-587386.12,9.00,389.00,128.94,676.96,486820.10,-422241.54,0.02,0.88,2.70,1.10,0.0025,0.38,0.14,0.08,51.56,0.52,0.11,1.00,134.23,1.00,94734.00,52734.00,0.12,39862.00,4.00,2152.00,45.00,0.23,4774.00,10.00,0.37,20.00,15786.00,2.70,0.72,87590.00,6458.00,9.00,5550.00,5789.00,0.05,4583.00,0.30,0.10
391.00,378162.84,3.00,390.00,791.07,1795.50,1602691.32,6213108.82,0.03,0.91,2.60,0.90,0.0025,0.62,0.28,0.12,48.54,0.54,0.11,5.00,153.87,1.00,119334.00,27032.00,0.13,49415.00,6.00,2935.00,60.00,0.22,5119.00,10.00,0.64,20.00,15161.00,2.13,0.69,63819.00,7053.00,7.95,3748.00,6564.00,0.05,4741.00,0.26,0.06
392.00,-112931.58,4.00,391.00,371.77,786.13,856527.51,2542944.43,0.02,0.83,3.20,1.40,0.0026,0.57,0.28,0.14,48.17,0.54,0.09,2.00,146.64,1.00,144294.00,45178.00,0.16,31007.00,5.00,2950.00,43.00,0.21,4880.00,7.00,0.50,14.00,15308.00,1.85,0.92,80440.00,5482.00,9.69,5319.00,6286.00,0.05,6841.00,0.24,0.14
393.00,-727716.01,9.00,392.00,-24.12,-64.33,-105620.21,-1639061.30,0.04,0.74,2.40,1.40,0.0024,0.85,0.23,0.13,45.11,0.40,0.08,0.00,148.35,1.00,80665.00,64950.00,0.18,59090.00,3.00,1830.00,46.00,0.23,5222.00,12.00,0.44,21.00,12988.00,2.11,0.78,88741.00,5311.00,8.07,4717.00,6173.00,0.04,6316.00,0.22,0.08
394.00,-487156.19,9.00,393.00,93.19,195.70,244500.96,-173087.46,0.03,0.87,3.30,1.30,0.0026,0.64,0.35,0.08,48.03,0.38,0.09,0.00,162.03,1.00,117080.00,48616.00,0.15,43221.00,5.00,2927.00,59.00,0.26,5924.00,9.00,0.50,12.00,14018.00,1.66,0.81,91103.00,6583.00,3.14,4435.00,6118.00,0.05,3637.00,0.18,0.08
395.00,349609.00,4.00,394.00,404.00,1144.82,2283195.31,7471346.16,0.04,0.85,2.90,1.60,0.0024,0.86,0.25,0.09,45.76,0.49,0.10,4.00,161.54,1.00,101802.00,45169.00,0.17,39130.00,6.00,1712.00,51.00,0.23,4824.00,8.00,0.43,25.00,13645.00,1.00,0.93,91665.00,5647.00,7.22,5279.00,5100.00,0.06,6023.00,0.19,0.10
396.00,-951218.88,9.00,395.00,-44.73,-198.03,-393543.71,-2183033.99,0.06,0.72,2.30,1.10,0.0025,0.95,0.16,0.09,45.40,0.38,0.11,1.00,135.73,1.00,39471.00,68826.00,0.16,46346.00,4.00,3536.00,58.00,0.31,4823.00,11.00,0.39,23.00,15182.00,2.28,0.66,96023.00,6305.00,6.69,3697.00,5282.00,0.05,4566.00,0.17,0.09
397.00,-178503.53,4.00,396.00,232.69,921.56,2119168.26,4702325.82,0.05,0.78,2.70,1.60,0.0025,0.90,0.20,0.06,46.78,0.47,0.10,4.00,143.72,1.00,58160.00,54382.00,0.13,40647.00,3.00,3114.00,51.00,0.26,4824.00,7.00,0.46,24.00,14859.00,2.37,0.77,105728.00,5504.00,5.91,6361.00,4847.00,0.05,3925.00,0.22,0.12
398.00,-374579.14,4.00,397.00,213.35,675.10,1197383.52,2624792.82,0.05,0.85,2.40,1.20,0.0024,0.91,0.26,0.05,47.00,0.28,0.11,5.00,138.56,1.00,81331.00,36795.00,0.19,51926.00,6.00,3953.00,52.00,0.21,4633.00,14.00,0.60,19.00,15466.00,2.55,0.87,105858.00,7033.00,7.71,4766.00,6192.00,0.06,3595.00,0.23,0.09
399.00,-997.75,4.00,398.00,267.15,682.70,2217972.20,8221167.99,0.06,0.77,3.50,1.50,0.0026,1.05,0.24,0.13,51.81,0.49,0.10,4.00,147.05,1.00,54605.00,69328.00,0.16,44902.00,2.00,3140.00,53.00,0.24,4535.00,9.00,0.49,16.00,15430.00,2.86,0.76,113872.00,7041.00,4.79,4938.00,6289.00,0.05,5162.00,0.24,0.12
400.00,298724.49,3.00,399.00,791.49,3115.07,2702427.05,5986387.96,0.02,0.90,2.90,1.50,0.0026,0.40,0.18,0.09,48.53,0.70,0.09,5.00,148.05,1.00,141487.00,39283.00,0.14,37573.00,2.00,1332.00,51.00,0.25,5841.00,16.00,0.41,18.00,15171.00,2.30,0.94,109212.00,6786.00,4.73,5100.00,5913.00,0.05,5258.00,0.18,0.12
401.00,-266047.18,4.00,400.00,215.93,566.83,846749.45,2347176.65,0.04,0.79,2.40,1.20,0.0025,0.82,0.28,0.08,46.80,0.47,0.10,3.00,154.68,1.00,81915.00,30590.00,0.13,29536.00,5.00,1465.00,54.00,0.25,5337.00,11.00,0.51,10.00,14675.00,2.92,0.85,90518.00,6158.00,1.25,4891.00,5578.00,0.05,3963.00,0.24,0.10
402.00,715229.00,3.00,401.00,404.82,875.16,2740402.05,12028090.36,0.06,0.80,3.80,1.20,0.0026,1.07,0.34,0.08,46.76,0.65,0.11,3.00,149.28,1.00,125441.00,38883.00,0.19,50776.00,4.00,2470.00,50.00,0.27,4904.00,9.00,0.27,28.00,14106.00,2.90,0.73,76914.00,6626.00,6.10,4938.00,6122.00,0.05,5229.00,0.26,0.14
403.00,-735333.66,5.00,402.00,233.70,420.05,350160.91,616656.72,0.02,0.71,3.70,1.40,0.0026,0.45,0.38,0.10,43.70,0.54,0.12,4.00,165.16,1.00,101166.00,52372.00,0.13,51580.00,5.00,3396.00,50.00,0.23,4250.00,3.00,0.52,15.00,16395.00,2.14,0.71,119323.00,6428.00,7.00,3998.00,8237.00,0.04,4785.00,0.29,0.09
404.00,1727879.66,2.00,403.00,1414.44,3713.06,4720079.62,18275505.60,0.02,0.86,4.10,1.10,0.0025,0.59,0.28,0.08,44.93,0.70,0.12,9.00,171.00,1.00,100301.00,49611.00,0.12,37901.00,3.00,2414.00,62.00,0.27,4174.00,8.00,0.29,30.00,14902.00,2.15,0.70,89935.00,6672.00,8.15,5797.00,6222.00,0.05,4074.00,0.28,0.11
405.00,102345.05,4.00,404.00,256.71,626.20,1674142.69,6087852.53,0.06,0.85,3.30,1.00,0.0026,1.05,0.28,0.10,53.96,0.48,0.11,3.00,143.09,1.00,83006.00,48229.00,0.09,52843.00,6.00,2779.00,54.00,0.26,4498.00,16.00,0.55,21.00,15004.00,2.39,0.71,99484.00,5842.00,6.27,4154.00,6477.00,0.05,7091.00,0.23,0.10
406.00,374761.17,3.00,405.00,786.40,1618.83,1702029.73,7654980.96,0.03,0.89,2.70,1.20,0.0023,0.69,0.32,0.11,55.39,0.52,0.09,6.00,164.57,1.00,146169.00,54932.00,0.17,44570.00,3.00,1880.00,47.00,0.21,5010.00,7.00,0.66,27.00,15738.00,2.09,0.87,102137.00,7058.00,3.10,5540.00,5861.00,0.05,4877.00,0.18,0.06
407.00,-665886.63,5.00,406.00,55.59,143.10,352396.35,257845.95,0.05,0.77,2.90,1.60,0.0026,0.94,0.23,0.14,55.60,0.66,0.12,1.00,147.42,1.00,39078.00,44179.00,0.16,30073.00,5.00,3301.00,50.00,0.29,4840.00,13.00,0.44,18.00,14913.00,2.11,0.73,97707.00,6058.00,11.03,4779.00,5643.00,0.06,5754.00,0.24,0.08
408.00,-829288.81,9.00,407.00,15.93,55.77,76985.42,-1126414.15,0.03,0.75,2.80,1.20,0.0024,0.72,0.21,0.08,48.85,0.44,0.07,3.00,117.35,1.00,51649.00,63361.00,0.12,50412.00,4.00,2452.00,51.00,0.20,5881.00,11.00,0.52,26.00,13592.00,2.81,0.64,97653.00,7578.00,7.51,3599.00,5056.00,0.05,7076.00,0.33,0.10
409.00,431565.62,3.00,408.00,364.22,1130.75,3193408.32,9554437.92,0.06,0.79,3.20,1.20,0.0025,1.05,0.22,0.10,45.12,0.68,0.08,3.00,142.35,1.00,140860.00,36606.00,0.09,39727.00,5.00,3321.00,53.00,0.24,4974.00,7.00,0.53,18.00,16621.00,1.58,0.88,86916.00,5587.00,4.29,4187.00,6663.00,0.06,4488.00,0.28,0.10
410.00,440371.44,3.00,409.00,611.50,1728.73,2570094.91,8332532.54,0.04,0.87,2.30,1.00,0.0025,0.86,0.26,0.08,57.97,0.36,0.10,9.00,126.77,1.00,130427.00,40866.00,0.13,37016.00,4.00,2637.00,55.00,0.19,4521.00,8.00,0.64,18.00,14138.00,2.03,0.80,95309.00,6109.00,5.89,6131.00,5322.00,0.04,4925.00,0.23,0.12
411.00,-67792.06,4.00,410.00,396.70,1178.05,1271889.90,3300330.75,0.02,0.85,3.20,1.30,0.0026,0.53,0.23,0.10,47.29,0.29,0.09,7.00,164.34,1.00,95712.00,31869.00,0.12,32165.00,4.00,2912.00,45.00,0.21,5511.00,12.00,0.44,20.00,14730.00,2.22,0.77,90777.00,6072.00,1.83,5139.00,6830.00,0.04,6628.00,0.24,0.12
412.00,411486.00,3.00,411.00,732.07,1401.67,1531688.06,7200865.21,0.03,0.89,2.70,1.10,0.0026,0.68,0.37,0.09,56.12,0.49,0.08,7.00,160.36,1.00,113098.00,57176.00,0.17,45224.00,4.00,3154.00,46.00,0.25,5584.00,15.00,0.44,24.00,15198.00,2.80,0.83,95737.00,6486.00,4.10,5008.00,6441.00,0.04,4941.00,0.24,0.11
413.00,-9195.98,4.00,412.00,362.78,1086.23,1646179.04,4473072.29,0.04,0.81,2.50,1.30,0.0025,0.78,0.22,0.11,61.89,0.49,0.10,4.00,131.47,1.00,111193.00,36648.00,0.14,49735.00,4.00,2869.00,54.00,0.22,5138.00,5.00,0.52,24.00,14708.00,2.18,0.70,86194.00,6504.00,7.76,5022.00,5244.00,0.05,5755.00,0.29,0.09
414.00,-7221.49,4.00,413.00,365.54,645.29,945745.43,4338938.85,0.03,0.85,3.30,1.10,0.0025,0.79,0.36,0.12,54.15,0.37,0.09,4.00,161.81,1.00,114750.00,61130.00,0.18,49910.00,3.00,2438.00,53.00,0.30,5301.00,11.00,0.42,17.00,14221.00,2.59,0.61,85643.00,6838.00,2.18,5637.00,5231.00,0.05,5154.00,0.22,0.11
415.00,-389556.22,4.00,414.00,80.86,268.19,593303.19,423285.93,0.05,0.80,3.50,1.00,0.0024,0.93,0.23,0.07,45.85,0.56,0.09,0.00,138.51,1.00,142332.00,64975.00,0.14,45028.00,4.00,2090.00,44.00,0.24,5008.00,3.00,0.35,22.00,16007.00,2.55,0.89,99546.00,5121.00,5.12,5170.00,5939.00,0.04,4517.00,0.27,0.08
416.00,-594738.88,9.00,415.00,81.41,331.39,418042.62,-52665.77,0.03,0.82,3.40,1.00,0.0025,0.61,0.21,0.04,55.65,0.52,0.11,2.00,144.55,1.00,53514.00,59607.00,0.15,40499.00,3.00,2661.00,53.00,0.27,5228.00,13.00,0.42,25.00,15330.00,2.69,0.85,94311.00,5670.00,7.14,6651.00,4860.00,0.05,4997.00,0.24,0.15
