,NPV,BE,Cash_Burn,Net_Con,CLV,Tot_CLV,EV,EV_Rev,MKTSH,Margin,Teach,Signup,Signup_CAGR,Ret,Buy_Class,Buy_Class_CAGR,Class_Price,Course_Cost,Users_Per_Mod,Users_Per_Mod_CAGR,Mod_Cost,Seat_Class,Seat_Class_CAGR,Class_Per_Inst,Misc,E_Dev,E_Course,E_Mod,E_Instr,E_IT,E_Staff,E_Market,E_BizDev,E_Other,E_Total
299.00,-11590.54,4.00,464470.73,324.21,1230.22,2177558.95,4870808.09,3741662.51,0.04,0.82,3.00,0.32,0.67,0.18,0.36,0.14,158.14,2559.00,61.00,0.24,4866.00,9.00,0.63,11.00,4443.00,105000.00,21716.70,56492.31,126696.00,2986.46,399304.00,184036.99,60000.00,60836.95,1017069.42
300.00,-69869.82,4.00,449637.52,380.17,1366.65,1760023.39,3921117.62,3255142.98,0.03,0.86,2.90,0.29,0.58,0.19,0.50,0.12,136.41,3461.00,55.00,0.23,5238.00,17.00,0.48,13.00,4969.00,105000.00,29371.43,49907.66,94872.00,2767.20,399304.00,183396.65,60000.00,61682.16,986301.10
301.00,97447.79,4.00,453713.76,340.09,1106.13,2250160.93,6139754.87,4151694.31,0.06,0.84,2.30,0.29,0.89,0.21,0.49,0.12,126.83,2678.00,50.00,0.35,6087.00,15.00,0.59,13.00,4690.00,105000.00,22726.58,57996.94,94872.00,2931.10,399304.00,183759.92,60000.00,60654.62,987245.17
302.00,576955.80,3.00,340510.86,603.33,1962.30,3273768.43,9571369.73,4998546.14,0.04,0.91,2.90,0.30,0.70,0.21,0.66,0.12,155.64,3727.00,58.00,0.21,5064.00,13.00,0.60,28.00,4171.00,97500.00,15504.32,20863.68,46200.00,1179.86,193800.00,129940.18,25000.00,37287.16,567275.20
303.00,481594.87,3.00,348217.25,530.46,1341.89,2406900.08,9054305.22,5163445.56,0.05,0.84,2.50,0.32,0.78,0.27,0.65,0.12,153.16,1723.00,46.00,0.30,4941.00,15.00,0.33,18.00,4233.00,97500.00,7167.68,30436.56,46200.00,1140.75,193800.00,129934.62,25000.00,37077.41,568257.01
304.00,458423.60,4.00,404952.38,428.79,1627.05,3905875.26,9820672.91,5719623.72,0.07,0.81,2.20,0.30,0.96,0.18,0.65,0.09,143.85,2952.00,51.00,0.26,5803.00,9.00,0.56,16.00,5193.00,105000.00,25051.85,61567.51,142920.00,3501.23,399304.00,183969.64,60000.00,67754.01,1049068.24
305.00,-185185.02,4.00,531077.37,312.38,761.99,1187469.46,3849668.16,3733658.49,0.04,0.75,2.20,0.29,0.80,0.28,0.56,0.09,139.80,3752.00,61.00,0.28,4468.00,4.00,0.52,19.00,5445.00,105000.00,31840.97,37738.52,189744.00,2688.19,399304.00,183447.77,60000.00,63441.23,1073204.67
306.00,542360.29,4.00,363600.40,393.42,1679.46,4587026.23,10311190.59,5599212.54,0.07,0.85,2.60,0.31,0.95,0.16,0.54,0.10,140.46,2817.00,35.00,0.30,5234.00,10.00,0.66,31.00,4067.00,105000.00,23906.19,94295.74,63048.00,3725.49,399304.00,184441.28,60000.00,63725.59,997446.30
307.00,-38607.70,4.00,435390.28,326.84,620.10,958186.26,4127702.65,3490596.66,0.03,0.82,3.50,0.29,0.70,0.36,0.45,0.10,150.67,2171.00,54.00,0.23,5672.00,10.00,0.41,19.00,4791.00,105000.00,18423.97,71748.53,94872.00,3002.37,399304.00,184163.65,60000.00,62473.21,998987.73
308.00,509113.61,3.00,345571.17,415.66,1234.36,2905185.67,9254210.06,5121666.04,0.06,0.87,2.90,0.31,0.87,0.23,0.50,0.08,169.09,3044.00,51.00,0.21,4983.00,13.00,0.58,24.00,4629.00,97500.00,12663.04,30695.28,30600.00,1124.67,193800.00,130082.89,25000.00,37555.78,559021.66
309.00,962363.14,3.00,358819.80,419.44,1432.41,5125203.35,14937872.51,7332082.70,0.09,0.85,2.80,0.30,1.12,0.20,0.66,0.10,123.82,2931.00,52.00,0.25,4841.00,12.00,0.51,26.00,4767.00,97500.00,12192.96,29820.56,46200.00,1319.97,193800.00,130140.32,25000.00,37918.40,573892.21
310.00,1392475.77,3.00,312157.19,636.79,1610.88,4515988.74,18166125.73,8379499.57,0.06,0.86,3.40,0.31,0.93,0.27,0.67,0.15,158.17,1744.00,62.00,0.16,5373.00,15.00,0.46,18.00,5823.00,97500.00,7255.04,33097.68,46200.00,1491.24,193800.00,130298.39,25000.00,42571.87,577214.22
311.00,156857.68,4.00,456037.56,360.06,1229.64,2630137.08,6978434.02,5067332.94,0.05,0.75,3.00,0.30,0.81,0.20,0.47,0.14,158.52,3092.00,38.00,0.20,5517.00,10.00,0.39,16.00,4125.00,105000.00,26239.95,99394.27,142920.00,3412.89,399304.00,184240.83,60000.00,63619.02,1084130.96
312.00,366008.29,4.00,382089.43,372.60,1211.85,2890430.30,8320777.24,4726848.52,0.06,0.88,3.00,0.28,0.91,0.21,0.41,0.12,155.63,2021.00,57.00,0.21,5020.00,12.00,0.64,29.00,5371.00,105000.00,17151.01,63910.62,63048.00,3181.07,399304.00,184291.77,60000.00,65046.02,960932.50
313.00,-222877.56,4.00,525313.32,288.75,704.36,1032346.68,3161240.39,3283027.09,0.04,0.79,2.70,0.31,0.68,0.28,0.42,0.09,159.01,3684.00,52.00,0.26,5143.00,7.00,0.57,11.00,4717.00,105000.00,31263.90,59708.17,157920.00,2658.10,399304.00,183726.48,60000.00,60816.53,1060397.18
314.00,-11923.77,4.00,405050.42,416.43,917.51,1087250.05,4033552.52,3253624.12,0.03,0.86,3.20,0.29,0.58,0.31,0.49,0.12,152.55,2033.00,55.00,0.19,4901.00,12.00,0.47,20.00,5522.00,105000.00,17252.85,51597.73,78648.00,2756.73,399304.00,183595.28,60000.00,64453.09,962607.68
315.00,-10902.51,4.00,447058.83,419.14,1244.69,1625636.96,4547243.39,3664565.93,0.03,0.82,3.10,0.29,0.59,0.23,0.57,0.12,145.10,3576.00,49.00,0.20,5132.00,9.00,0.49,17.00,4828.00,105000.00,30347.37,64917.75,126696.00,3033.91,399304.00,183556.67,60000.00,63893.34,1036749.04
316.00,231764.14,3.00,339843.58,588.81,1546.80,1716906.17,5709247.26,3728656.48,0.02,0.90,3.30,0.30,0.50,0.26,0.72,0.09,157.28,3864.00,59.00,0.31,5406.00,9.00,0.60,23.00,4821.00,97500.00,16074.24,27678.72,46200.00,1226.34,193800.00,129943.91,25000.00,39109.39,576532.61
317.00,553660.40,3.00,359472.62,387.19,1322.28,3641081.44,10214416.69,6022327.15,0.06,0.79,3.50,0.29,0.91,0.20,0.47,0.11,171.06,2825.00,47.00,0.21,5016.00,8.00,0.35,25.00,5220.00,97500.00,11752.00,36115.20,46200.00,1215.04,193800.00,130212.68,25000.00,39163.17,580958.09
318.00,161636.35,4.00,361485.98,542.25,1371.72,1564904.18,5422444.72,3667326.88,0.03,0.88,3.00,0.31,0.53,0.27,0.66,0.14,135.45,1911.00,63.00,0.30,5200.00,14.00,0.54,14.00,5072.00,105000.00,16217.51,43921.28,94872.00,3220.52,399304.00,183521.13,60000.00,65683.19,971739.63
319.00,112181.36,4.00,423382.33,407.05,1112.10,1808985.92,5871025.85,4095819.39,0.03,0.83,3.70,0.29,0.65,0.25,0.59,0.11,137.04,2011.00,53.00,0.24,4704.00,8.00,0.55,16.00,5168.00,105000.00,17066.15,59503.72,157920.00,3606.07,399304.00,184147.88,60000.00,66977.32,1053525.13
320.00,-90668.47,4.00,447334.97,305.63,907.61,1389086.97,3717683.66,3305545.16,0.04,0.82,2.70,0.30,0.69,0.23,0.42,0.09,153.32,2409.00,39.00,0.20,5489.00,9.00,0.59,31.00,4502.00,105000.00,20443.74,81307.46,63048.00,2658.16,399304.00,183651.61,60000.00,59784.31,975197.28
321.00,-79532.66,4.00,428048.03,410.58,1121.72,1260903.84,3678445.74,3035610.29,0.03,0.89,2.20,0.30,0.61,0.25,0.44,0.13,152.66,2228.00,53.00,0.22,4246.00,13.00,0.41,21.00,4422.00,105000.00,18907.70,40455.89,63048.00,2256.93,399304.00,183084.42,60000.00,58254.64,930311.58
322.00,-140923.04,4.00,449704.15,346.08,844.20,1019960.42,3160949.67,2980474.13,0.03,0.86,3.40,0.30,0.54,0.28,0.42,0.10,158.49,2921.00,40.00,0.24,4947.00,9.00,0.52,24.00,5664.00,105000.00,24788.77,73073.13,78648.00,2721.95,399304.00,183716.95,60000.00,64100.97,991353.78
323.00,-51517.16,4.00,437022.78,323.92,850.94,1276135.50,3934397.62,3380663.69,0.03,0.82,3.60,0.30,0.61,0.26,0.53,0.11,120.48,2072.00,55.00,0.13,5426.00,10.00,0.43,29.00,4388.00,105000.00,17583.82,74505.49,94872.00,3357.44,399304.00,184069.43,60000.00,61177.68,999869.86
324.00,-9005.26,4.00,387382.84,548.64,1135.55,973163.86,3822910.71,3055768.68,0.02,0.89,2.40,0.30,0.51,0.33,0.72,0.10,141.71,1477.00,49.00,0.24,5043.00,11.00,0.51,22.00,4581.00,105000.00,12534.41,48049.70,78648.00,2594.22,399304.00,182985.93,60000.00,61815.23,950931.50
325.00,-294712.44,4.00,474274.08,344.17,810.59,663438.64,1714697.24,2440982.51,0.02,0.85,2.70,0.30,0.44,0.29,0.55,0.10,122.10,2253.00,35.00,0.21,4171.00,11.00,0.42,21.00,4982.00,105000.00,19119.86,57272.84,78648.00,2374.57,399304.00,183006.20,60000.00,59381.19,964106.65
326.00,-75538.82,4.00,403443.24,354.58,835.12,1030287.03,3378234.10,3119573.72,0.03,0.84,2.70,0.30,0.62,0.29,0.49,0.06,168.11,2754.00,54.00,0.24,5237.00,11.00,0.20,28.00,6271.00,105000.00,23371.55,49898.14,63048.00,2551.13,399304.00,183462.67,60000.00,66392.54,953028.03
327.00,-178053.98,4.00,454085.36,382.12,1043.98,1050033.21,2739567.00,2788177.19,0.02,0.87,3.20,0.30,0.46,0.25,0.46,0.11,149.86,4146.00,49.00,0.30,5814.00,11.00,0.41,24.00,4145.00,105000.00,35184.61,61209.79,78648.00,2589.30,399304.00,183361.42,60000.00,58776.18,984073.31
328.00,-10050.61,4.00,509657.99,335.58,848.91,1632422.01,5659356.74,4344898.80,0.04,0.77,3.20,0.32,0.74,0.27,0.54,0.09,146.96,2145.00,55.00,0.27,4644.00,3.00,0.63,22.00,3176.00,105000.00,18203.33,58744.74,252792.00,3597.74,399304.00,184426.06,60000.00,60918.36,1142986.23
329.00,292006.79,4.00,401638.77,269.78,837.57,2632477.70,7865698.26,4814573.08,0.07,0.83,3.10,0.31,1.00,0.22,0.38,0.08,145.77,1295.00,64.00,0.26,4797.00,11.00,0.51,17.00,4910.00,105000.00,10989.89,61071.57,94872.00,3627.23,399304.00,185100.10,60000.00,63769.59,983734.37
330.00,-346798.16,4.00,561729.24,267.78,1143.11,1402724.10,2186562.51,2835245.90,0.03,0.80,2.70,0.29,0.56,0.16,0.47,0.10,125.73,2853.00,59.00,0.26,4817.00,4.00,0.63,18.00,5953.00,105000.00,24211.70,45896.38,173520.00,2537.25,399304.00,183214.18,60000.00,62650.89,1056334.40
331.00,497937.88,3.00,333759.62,515.18,1851.96,3392652.79,8969252.26,5065584.01,0.04,0.86,2.80,0.31,0.73,0.19,0.57,0.11,172.13,1872.00,57.00,0.23,4418.00,9.00,0.45,21.00,4543.00,97500.00,7787.52,18202.16,46200.00,1124.83,193800.00,129967.71,25000.00,37893.63,557475.85
332.00,243065.64,4.00,471926.71,235.22,535.54,2056782.77,8406845.06,6408265.83,0.08,0.67,3.30,0.30,1.15,0.30,0.45,0.08,149.98,1522.00,45.00,0.28,4199.00,8.00,0.35,13.00,4682.00,105000.00,12916.30,75649.18,222192.00,4172.18,399304.00,185703.91,60000.00,66951.18,1131888.77
333.00,474733.99,4.00,458833.25,369.01,969.38,2938948.30,10789817.78,6285250.26,0.07,0.79,3.10,0.31,1.00,0.26,0.51,0.09,161.80,2364.00,56.00,0.30,5318.00,6.00,0.64,13.00,5101.00,105000.00,20061.85,73022.52,237792.00,4023.01,399304.00,185100.10,60000.00,70036.36,1154339.85
334.00,72285.75,4.00,473030.62,260.19,612.80,1661977.76,6143825.06,4324358.22,0.07,0.82,2.40,0.32,1.02,0.29,0.40,0.09,133.18,4589.00,41.00,0.28,4989.00,13.00,0.65,15.00,4624.00,105000.00,38944.09,79297.16,78648.00,3178.39,399304.00,184584.45,60000.00,60598.21,1009554.30
335.00,-301719.38,4.00,496295.21,340.48,750.16,656742.37,1896249.74,2668412.87,0.02,0.80,2.80,0.30,0.47,0.31,0.50,0.09,157.84,2143.00,56.00,0.24,4383.00,6.00,0.41,15.00,3879.00,105000.00,18186.36,37020.57,157920.00,2352.97,399304.00,183141.24,60000.00,57660.98,1020586.12
336.00,68655.65,4.00,434362.76,351.79,800.92,1428467.46,5494051.24,4069864.57,0.04,0.81,3.10,0.30,0.76,0.30,0.47,0.10,159.43,1609.00,45.00,0.22,4649.00,12.00,0.51,10.00,6042.00,105000.00,13654.62,68864.71,126696.00,3128.38,399304.00,184167.29,60000.00,67916.91,1028731.90
337.00,-97093.96,4.00,416220.24,398.37,735.38,749685.01,3124615.70,2811079.08,0.03,0.89,2.60,0.29,0.60,0.37,0.52,0.10,137.70,1110.00,59.00,0.28,4593.00,14.00,0.55,18.00,5448.00,105000.00,9419.90,38794.32,63048.00,2385.39,399304.00,183247.36,60000.00,61677.01,922875.97
338.00,11243.49,4.00,412579.46,316.88,721.45,1242442.17,4561893.78,3420322.03,0.04,0.87,3.30,0.29,0.74,0.30,0.43,0.08,144.61,2332.00,53.00,0.24,4673.00,12.00,0.55,21.00,5115.00,105000.00,19790.28,59111.58,63048.00,2970.08,399304.00,184139.44,60000.00,62467.29,955830.68
339.00,282199.89,4.00,417742.84,262.83,560.99,1815839.44,7854709.01,5265369.99,0.07,0.77,3.70,0.30,1.02,0.32,0.41,0.06,161.69,1697.00,57.00,0.21,5472.00,10.00,0.46,14.00,4726.00,105000.00,14401.42,81055.64,142920.00,3924.80,399304.00,185614.25,60000.00,66120.31,1058340.43
340.00,190232.05,4.00,396653.49,446.89,1173.97,1864520.07,6333325.90,4265015.20,0.04,0.83,2.80,0.29,0.73,0.26,0.59,0.09,161.30,3184.00,33.00,0.28,5285.00,13.00,0.47,17.00,3909.00,105000.00,27020.70,83782.05,94872.00,3086.62,399304.00,183731.08,60000.00,62681.30,1019477.74
341.00,39339.10,4.00,421271.37,418.52,1242.84,1726100.64,4904298.80,3569102.37,0.04,0.87,2.40,0.28,0.71,0.23,0.56,0.08,152.61,3734.00,54.00,0.25,5329.00,10.00,0.51,22.00,4927.00,105000.00,31688.22,50774.71,78648.00,2609.81,399304.00,183281.83,60000.00,62336.46,973643.02
342.00,-100342.34,4.00,429930.39,305.90,835.74,1197425.43,3397572.96,3071830.79,0.03,0.85,3.30,0.32,0.58,0.25,0.45,0.13,116.13,2445.00,48.00,0.28,4555.00,18.00,0.40,20.00,4818.00,105000.00,20749.25,57618.93,63048.00,3116.46,399304.00,183982.67,60000.00,60549.54,953368.85
343.00,632879.32,3.00,341792.21,540.07,1271.99,2566295.34,10510266.83,5677901.61,0.04,0.85,3.30,0.31,0.78,0.29,0.57,0.12,175.94,2695.00,52.00,0.29,6362.00,9.00,0.47,22.00,4985.00,97500.00,11211.20,39189.92,46200.00,1264.29,193800.00,130166.40,25000.00,39722.61,584054.42
344.00,680873.68,4.00,358463.07,355.93,900.39,3099162.42,11937217.39,6139559.10,0.10,0.86,2.10,0.32,1.19,0.27,0.44,0.08,163.38,2193.00,63.00,0.33,5122.00,14.00,0.43,20.00,5462.00,105000.00,18610.68,54342.37,79272.00,3408.75,399304.00,184780.37,60000.00,67053.35,971771.52
345.00,-192765.03,4.00,476565.20,252.07,593.68,972285.03,3071624.54,3060258.87,0.04,0.83,2.60,0.28,0.80,0.29,0.39,0.06,147.10,2961.00,60.00,0.26,5199.00,9.00,0.45,19.00,6376.00,105000.00,25128.23,49536.07,78648.00,2440.69,399304.00,183657.18,60000.00,63787.92,967502.09
346.00,216410.43,4.00,436321.49,301.86,824.70,2207757.38,7338021.20,4691163.50,0.07,0.83,2.70,0.29,1.01,0.25,0.45,0.08,142.19,3429.00,44.00,0.26,4609.00,9.00,0.60,21.00,4404.00,105000.00,29099.87,68272.20,94872.00,3269.76,399304.00,184462.10,60000.00,61561.26,1005841.18
347.00,196957.45,4.00,373942.37,409.27,1471.24,2460431.39,6102201.46,3789122.37,0.04,0.91,2.90,0.30,0.69,0.19,0.42,0.11,164.24,2324.00,58.00,0.26,4680.00,10.00,0.73,25.00,4327.00,105000.00,19722.39,44591.04,63048.00,2879.56,399304.00,183802.53,60000.00,61121.23,939468.76
348.00,903457.69,3.00,353667.94,401.32,1191.76,4241713.71,14206155.50,7100922.94,0.09,0.84,2.90,0.31,1.10,0.23,0.55,0.10,143.15,1616.00,52.00,0.28,5004.00,8.00,0.57,25.00,5092.00,97500.00,6722.56,30824.64,46200.00,1270.88,193800.00,130217.33,25000.00,38653.85,570189.25
349.00,53330.68,4.00,500731.96,310.15,962.88,2256812.69,6478257.84,5436845.96,0.06,0.67,2.90,0.30,0.88,0.22,0.50,0.13,154.63,3281.00,46.00,0.23,5211.00,8.00,0.37,12.00,3357.00,105000.00,27843.88,77189.50,222192.00,3543.85,399304.00,184373.41,60000.00,61844.94,1141291.58
350.00,306209.92,4.00,386142.50,381.46,1240.66,2694641.95,7626154.40,5212837.51,0.05,0.76,3.60,0.29,0.78,0.21,0.54,0.12,151.78,2946.00,54.00,0.26,4977.00,11.00,0.25,18.00,5504.00,105000.00,25000.93,68340.18,142920.00,3839.15,399304.00,184500.84,60000.00,70165.44,1059070.55
351.00,-196632.35,4.00,393828.93,596.50,1567.00,733638.65,1695986.55,2236776.78,0.01,0.93,3.40,0.29,0.16,0.26,0.65,0.08,166.41,2512.00,42.00,0.22,4577.00,11.00,0.57,26.00,5201.00,105000.00,21317.84,52946.74,63048.00,2296.24,399304.00,182625.97,60000.00,63377.56,949916.34
352.00,534610.38,3.00,362712.56,308.22,1169.55,3984749.75,10086261.92,5443783.13,0.07,0.86,3.40,0.30,1.01,0.18,0.40,0.07,158.26,1217.00,64.00,0.24,4915.00,11.00,0.63,20.00,3530.00,97500.00,5062.72,30276.40,46200.00,1188.52,193800.00,130295.45,25000.00,34707.19,564030.28
353.00,482899.60,4.00,368154.86,391.24,1214.66,3085232.39,9529982.66,5411071.13,0.06,0.83,3.20,0.30,0.89,0.22,0.50,0.13,140.53,817.00,48.00,0.21,4310.00,7.00,0.56,27.00,4888.00,105000.00,6933.39,68504.86,111096.00,3821.27,399304.00,184672.04,60000.00,66478.91,1005810.48
354.00,-139492.37,4.00,451369.06,337.52,853.81,1088737.37,3307289.59,2963295.70,0.04,0.87,2.20,0.30,0.68,0.27,0.44,0.10,140.69,2584.00,58.00,0.22,4990.00,9.00,0.51,24.00,4848.00,105000.00,21928.86,47544.72,63048.00,2318.62,399304.00,183250.17,60000.00,58971.09,941365.45
355.00,253832.95,4.00,357893.93,621.28,1768.08,2049956.54,6467037.70,4045999.23,0.03,0.88,2.90,0.29,0.56,0.24,0.73,0.13,146.09,3362.00,42.00,0.29,4455.00,16.00,0.42,19.00,5712.00,105000.00,28531.28,56353.97,94872.00,3205.59,399304.00,183344.24,60000.00,69267.56,999878.64
356.00,725144.47,3.00,334560.90,498.98,1549.15,3583287.16,11219452.05,5627154.20,0.05,0.89,3.30,0.30,0.83,0.22,0.52,0.10,176.44,2543.00,48.00,0.29,4107.00,12.00,0.54,22.00,2876.00,97500.00,10578.88,25299.12,46200.00,1209.97,193800.00,130148.10,25000.00,34806.21,564542.28
357.00,-22968.47,4.00,441734.29,270.92,578.27,1166823.79,4563967.98,3576402.00,0.04,0.84,3.60,0.29,0.80,0.32,0.33,0.12,147.16,2114.00,49.00,0.27,5521.00,10.00,0.45,24.00,5182.00,105000.00,17940.25,75809.96,63048.00,3040.18,399304.00,184568.28,60000.00,61960.74,970671.40
358.00,-75644.96,4.00,441789.85,280.28,797.64,1348944.30,3759887.81,3124811.84,0.04,0.88,3.60,0.31,0.64,0.24,0.28,0.13,159.30,2781.00,59.00,0.30,4755.00,8.00,0.62,25.00,5326.00,105000.00,23600.68,55203.65,63048.00,2859.78,399304.00,184286.55,60000.00,61620.03,954922.70
359.00,333108.49,4.00,357126.70,408.26,1742.79,3448844.65,7495161.12,4637959.57,0.05,0.84,3.10,0.31,0.72,0.16,0.54,0.09,157.52,1411.00,40.00,0.21,4985.00,14.00,0.48,19.00,3668.00,105000.00,11974.31,84417.98,94872.00,3547.23,399304.00,184160.49,60000.00,63258.15,1006534.17
360.00,271954.06,4.00,434611.38,359.42,909.23,2193647.35,8025865.34,5027344.21,0.07,0.81,2.20,0.31,0.99,0.27,0.53,0.09,145.49,2929.00,54.00,0.27,4130.00,6.00,0.48,23.00,5229.00,105000.00,24856.67,43817.65,142920.00,3228.34,399304.00,184168.59,60000.00,65362.94,1028658.17
361.00,9402.84,4.00,499854.01,295.76,673.37,1507783.60,5802538.49,4543404.29,0.05,0.75,3.30,0.28,0.89,0.30,0.61,0.07,126.77,2514.00,51.00,0.22,4870.00,7.00,0.55,14.00,4959.00,105000.00,21334.81,66870.94,205968.00,3689.44,399304.00,184480.83,60000.00,65428.91,1112076.93
362.00,-52321.25,4.00,459844.18,347.02,911.62,1377013.09,4379699.55,3575780.66,0.05,0.82,1.80,0.30,0.81,0.26,0.48,0.08,162.69,1517.00,38.00,0.24,4647.00,6.00,0.49,24.00,4956.00,105000.00,12873.87,63808.89,94872.00,2332.03,399304.00,183239.05,60000.00,60934.40,982364.24
363.00,-210653.11,4.00,531619.44,237.79,624.67,1213592.88,3581969.21,3601427.35,0.05,0.76,3.00,0.32,0.76,0.26,0.38,0.11,140.16,3313.00,46.00,0.22,4601.00,4.00,0.58,21.00,5205.00,105000.00,28115.44,68153.69,157920.00,3080.27,399304.00,184322.56,60000.00,62420.53,1068316.50
364.00,-98737.79,4.00,501203.16,199.95,803.33,2212373.60,4505857.22,3986511.82,0.07,0.76,2.60,0.31,0.96,0.17,0.40,0.08,118.12,3590.00,51.00,0.25,5477.00,10.00,0.40,20.00,5141.00,105000.00,30466.18,81129.71,94872.00,3263.99,399304.00,184472.46,60000.00,61317.00,1019825.34
365.00,392975.35,4.00,385603.64,476.05,1161.24,2272731.55,8730825.11,5094942.38,0.05,0.84,2.50,0.29,0.88,0.28,0.54,0.11,170.52,3548.00,52.00,0.21,5482.00,8.00,0.55,20.00,4548.00,105000.00,30109.75,58161.83,111096.00,3081.96,399304.00,183904.51,60000.00,65039.48,1015697.53
366.00,-98577.55,4.00,409402.92,463.17,1581.74,1345273.34,2960927.01,2761437.69,0.02,0.89,3.00,0.29,0.39,0.20,0.56,0.07,168.36,2109.00,42.00,0.26,5179.00,15.00,0.57,17.00,4665.00,105000.00,17897.82,59910.67,78648.00,2465.35,399304.00,182975.51,60000.00,61831.51,968032.86
367.00,-145241.52,4.00,512377.95,340.63,894.83,1306438.13,4038994.72,3750492.94,0.03,0.76,3.30,0.29,0.64,0.26,0.55,0.10,148.65,2528.00,54.00,0.21,4366.00,5.00,0.49,16.00,4049.00,105000.00,21453.62,55228.15,221568.00,3150.82,399304.00,183836.40,60000.00,61931.85,1111472.85
368.00,712604.77,3.00,355071.45,535.87,1307.17,2964540.67,11856338.32,6359227.94,0.05,0.83,3.00,0.29,0.90,0.28,0.68,0.11,157.39,3098.00,42.00,0.29,4947.00,6.00,0.51,26.00,4757.00,97500.00,12887.68,30473.52,61800.00,1247.16,193800.00,130039.58,25000.00,38977.06,591725.00
369.00,-153030.67,4.00,441108.75,334.41,761.35,877255.42,2798437.26,2756813.66,0.03,0.88,2.90,0.31,0.56,0.30,0.44,0.11,131.20,2968.00,50.00,0.27,5716.00,15.00,0.67,25.00,4873.00,105000.00,25187.64,60178.05,46824.00,2588.07,399304.00,183536.47,60000.00,59605.03,942223.26
370.00,-91567.17,4.00,405197.19,372.21,1016.91,1137051.72,3169273.12,2831490.08,0.03,0.89,2.40,0.31,0.57,0.25,0.47,0.06,161.63,2454.00,53.00,0.26,5017.00,13.00,0.54,30.00,4123.00,105000.00,20825.63,47801.98,46824.00,2354.49,399304.00,183213.70,60000.00,58120.46,923444.26
371.00,266852.94,4.00,389007.59,400.60,855.04,1686958.28,7223891.22,4440778.43,0.04,0.86,3.20,0.30,0.81,0.32,0.55,0.12,130.18,2557.00,56.00,0.17,4349.00,11.00,0.54,23.00,5059.00,105000.00,21699.72,59716.99,94872.00,3565.58,399304.00,184407.79,60000.00,65376.68,993942.77
372.00,-122152.92,4.00,489421.51,325.51,1170.15,1768119.26,3962702.02,3722124.97,0.04,0.76,3.00,0.30,0.63,0.19,0.53,0.09,152.07,2912.00,40.00,0.19,5185.00,5.00,0.53,20.00,4779.00,105000.00,24712.40,82196.77,157920.00,3065.02,399304.00,183704.12,60000.00,63768.33,1079670.63
373.00,189840.94,4.00,389923.18,444.44,1124.30,1726221.39,6086225.41,4006935.90,0.03,0.86,3.40,0.29,0.66,0.27,0.61,0.10,141.37,2206.00,39.00,0.27,5091.00,12.00,0.57,22.00,5466.00,105000.00,18721.00,80706.60,94872.00,3411.77,399304.00,183966.93,60000.00,67582.50,1013564.80
374.00,-94189.92,4.00,412252.22,446.06,1324.64,1185558.91,3012234.66,2793679.56,0.02,0.89,2.80,0.31,0.42,0.23,0.46,0.09,184.24,2165.00,53.00,0.26,5146.00,7.00,0.62,23.00,3926.00,105000.00,18373.06,54177.09,78648.00,2357.63,399304.00,183099.13,60000.00,58977.35,959936.26
375.00,404861.61,4.00,372403.07,464.93,1134.11,2249205.24,8678124.87,5036235.45,0.04,0.85,3.40,0.29,0.79,0.28,0.50,0.14,160.42,2533.00,53.00,0.26,5065.00,10.00,0.45,20.00,5323.00,105000.00,21496.05,69548.53,111096.00,3508.80,399304.00,184375.73,60000.00,68474.03,1022803.14
376.00,967407.88,3.00,364747.77,554.76,1578.80,4231150.69,14847039.40,7585457.47,0.06,0.82,3.00,0.29,0.97,0.24,0.67,0.09,181.14,2629.00,49.00,0.25,5096.00,10.00,0.55,11.00,4087.00,97500.00,10936.64,31391.36,92400.00,1270.70,193800.00,130078.75,25000.00,38588.49,620965.93
377.00,507272.81,3.00,341060.82,478.93,1090.38,2150184.90,8961498.34,4894270.46,0.04,0.88,3.30,0.30,0.79,0.30,0.61,0.08,157.48,1777.00,44.00,0.28,4765.00,13.00,0.64,19.00,5287.00,97500.00,7392.32,29352.40,46200.00,1246.33,193800.00,130123.35,25000.00,39687.64,570302.04
378.00,-165629.83,4.00,456987.03,318.46,750.04,915526.85,2830941.18,2898024.03,0.03,0.85,3.40,0.30,0.55,0.29,0.47,0.08,142.41,3017.00,51.00,0.22,4950.00,8.00,0.45,24.00,4598.00,105000.00,25603.47,62615.52,94872.00,2820.56,399304.00,183746.75,60000.00,60568.03,994530.33
379.00,62854.50,4.00,426897.52,386.52,713.51,1114303.23,5209711.97,3746804.00,0.04,0.85,2.90,0.30,0.75,0.37,0.48,0.10,157.81,2165.00,36.00,0.23,4399.00,11.00,0.57,18.00,5403.00,105000.00,18373.06,69736.47,94872.00,2889.25,399304.00,183977.48,60000.00,64806.83,998959.09
380.00,-305670.02,4.00,504642.57,290.39,901.53,902363.74,1842013.71,2763124.46,0.02,0.77,3.00,0.32,0.43,0.22,0.58,0.09,126.13,1614.00,55.00,0.25,5388.00,8.00,0.36,16.00,5938.00,105000.00,13697.05,56724.86,157920.00,2860.49,399304.00,183334.46,60000.00,64824.97,1043665.85
